MTFCC,OID,RTTYP,SUFQUAL,SUFQUALABRV,SUFTYP,SUFTYPEABRV,BASENAME,NAME
R1011,110169122739,M,,,505,RR,Conrail,Conrail RR
R1011,110169122740,M,,,505,RR,Conrail,Conrail RR
R1011,110169122744,M,,,505,RR,Conrail,Conrail RR
R1011,110169122747,M,,,505,RR,Conrail,Conrail RR
R1011,110169122759,M,,,505,RR,Conrail,Conrail RR
R1011,110169122762,M,,,505,RR,Conrail,Conrail RR
R1011,110169228084,M,,,505,RR,Conrail,Conrail RR
R1011,110169228085,M,,,505,RR,Conrail,Conrail RR
R1011,110169228086,M,,,505,RR,Conrail,Conrail RR
R1011,110169228088,M,,,505,RR,Conrail,Conrail RR
R1011,110169228089,M,,,505,RR,Conrail,Conrail RR
R1011,110169228090,M,,,505,RR,Conrail,Conrail RR
R1011,110169228092,M,,,505,RR,Conrail,Conrail RR
R1011,110169228093,M,,,505,RR,Conrail,Conrail RR
R1011,110169228094,M,,,505,RR,Conrail,Conrail RR
R1011,110169259102,M,,,505,RR,Conrail,Conrail RR
R1011,110169259103,M,,,505,RR,Conrail,Conrail RR
R1011,110169259104,M,,,505,RR,Conrail,Conrail RR
R1011,110169259105,M,,,505,RR,Conrail,Conrail RR
R1011,110169259106,M,,,505,RR,Conrail,Conrail RR
R1011,110169259107,M,,,505,RR,Conrail,Conrail RR
R1011,110169259108,M,,,505,RR,Conrail,Conrail RR
R1011,110169259109,M,,,505,RR,Conrail,Conrail RR
R1011,110169259110,M,,,505,RR,Conrail,Conrail RR
R1011,110169259111,M,,,505,RR,Conrail,Conrail RR
R1011,110169259112,M,,,505,RR,Conrail,Conrail RR
R1011,110169259113,M,,,505,RR,Conrail,Conrail RR
R1011,110169259114,M,,,505,RR,Conrail,Conrail RR
R1011,110169259115,M,,,505,RR,Conrail,Conrail RR
R1011,110169259116,M,,,505,RR,Conrail,Conrail RR
R1011,110169259117,M,,,505,RR,Conrail,Conrail RR
R1011,110169259118,M,,,505,RR,Conrail,Conrail RR
R1011,110169259119,M,,,505,RR,Conrail,Conrail RR
R1011,110169259121,M,,,505,RR,Conrail,Conrail RR
R1011,110169259122,M,,,505,RR,Conrail,Conrail RR
R1011,110169259123,M,,,505,RR,Conrail,Conrail RR
R1011,110169267434,M,,,505,RR,Conrail,Conrail RR
R1011,110169267435,M,,,505,RR,Conrail,Conrail RR
R1011,110169267436,M,,,505,RR,Conrail,Conrail RR
R1011,110169267437,M,,,505,RR,Conrail,Conrail RR
R1011,110169267438,M,,,505,RR,Conrail,Conrail RR
R1011,110169267440,M,,,505,RR,Conrail,Conrail RR
R1011,110169267441,M,,,505,RR,Conrail,Conrail RR
R1011,110169267442,M,,,505,RR,Conrail,Conrail RR
R1011,110169267444,M,,,505,RR,Conrail,Conrail RR
R1011,110169267446,M,,,505,RR,Conrail,Conrail RR
R1011,110169267447,M,,,505,RR,Conrail,Conrail RR
R1011,110169267448,M,,,505,RR,Conrail,Conrail RR
R1011,110169267449,M,,,505,RR,Conrail,Conrail RR
R1011,110169267450,M,,,505,RR,Conrail,Conrail RR
R1011,110169267451,M,,,505,RR,Conrail,Conrail RR
R1011,110169267452,M,,,505,RR,Conrail,Conrail RR
R1011,110169267453,M,,,505,RR,Conrail,Conrail RR
R1011,110169267457,M,,,505,RR,Conrail,Conrail RR
R1011,110169267458,M,,,505,RR,Conrail,Conrail RR
R1011,110169267459,M,,,505,RR,Conrail,Conrail RR
R1011,110169267464,M,,,505,RR,Conrail,Conrail RR
R1011,110169267465,M,,,505,RR,Conrail,Conrail RR
R1011,110169267466,M,,,505,RR,Conrail,Conrail RR
R1011,110169267467,M,,,505,RR,Conrail,Conrail RR
R1011,110169267468,M,,,505,RR,Conrail,Conrail RR
R1011,110169267469,M,,,505,RR,Conrail,Conrail RR
R1011,110169267470,M,,,505,RR,Conrail,Conrail RR
R1011,110169064092,M,,,505,RR,Conrail,Conrail RR
R1011,110169064093,M,,,505,RR,Conrail,Conrail RR
R1011,110169064094,M,,,505,RR,Conrail,Conrail RR
R1011,110169064095,M,,,505,RR,Conrail,Conrail RR
R1011,110169064097,M,,,505,RR,Conrail,Conrail RR
R1011,110169064098,M,,,505,RR,Conrail,Conrail RR
R1011,110169064100,M,,,505,RR,Conrail,Conrail RR
R1011,110169064102,M,,,505,RR,Conrail,Conrail RR
R1011,110169064103,M,,,505,RR,Conrail,Conrail RR
R1011,110169064104,M,,,505,RR,Conrail,Conrail RR
R1011,110169064108,M,,,505,RR,Conrail,Conrail RR
R1011,110169064109,M,,,505,RR,Conrail,Conrail RR
R1011,110169064110,M,,,505,RR,Conrail,Conrail RR
R1011,110169064111,M,,,505,RR,Conrail,Conrail RR
R1011,110169064112,M,,,505,RR,Conrail,Conrail RR
R1011,110169064114,M,,,505,RR,Conrail,Conrail RR
R1011,110169064115,M,,,505,RR,Conrail,Conrail RR
R1011,110169064116,M,,,505,RR,Conrail,Conrail RR
R1011,110169064117,M,,,505,RR,Conrail,Conrail RR
R1011,110169064118,M,,,505,RR,Conrail,Conrail RR
R1011,110169064119,M,,,505,RR,Conrail,Conrail RR
R1011,110169064120,M,,,505,RR,Conrail,Conrail RR
R1011,110169064121,M,,,505,RR,Conrail,Conrail RR
R1011,110169267377,M,,,505,RR,Conrail,Conrail RR
R1011,110169267378,M,,,505,RR,Conrail,Conrail RR
R1011,110169267379,M,,,505,RR,Conrail,Conrail RR
R1011,110169267386,M,,,505,RR,Conrail,Conrail RR
R1011,110169267387,M,,,505,RR,Conrail,Conrail RR
R1011,110169267388,M,,,505,RR,Conrail,Conrail RR
R1011,110169267389,M,,,505,RR,Conrail,Conrail RR
R1011,110169267391,M,,,505,RR,Conrail,Conrail RR
R1011,110169267392,M,,,505,RR,Conrail,Conrail RR
R1011,110169267394,M,,,505,RR,Conrail,Conrail RR
R1011,110169267395,M,,,505,RR,Conrail,Conrail RR
R1011,110169267396,M,,,505,RR,Conrail,Conrail RR
R1011,110169267397,M,,,505,RR,Conrail,Conrail RR
R1011,110169267398,M,,,505,RR,Conrail,Conrail RR
R1011,110169267399,M,,,505,RR,Conrail,Conrail RR
R1011,110169267400,M,,,505,RR,Conrail,Conrail RR
R1011,110169267402,M,,,505,RR,Conrail,Conrail RR
R1011,110169267404,M,,,505,RR,Conrail,Conrail RR
R1011,110169267405,M,,,505,RR,Conrail,Conrail RR
R1011,110169267406,M,,,505,RR,Conrail,Conrail RR
R1011,110169267407,M,,,505,RR,Conrail,Conrail RR
R1011,110169267408,M,,,505,RR,Conrail,Conrail RR
R1011,110169267410,M,,,505,RR,Conrail,Conrail RR
R1011,110169267411,M,,,505,RR,Conrail,Conrail RR
R1011,110169267412,M,,,505,RR,Conrail,Conrail RR
R1011,110169267413,M,,,505,RR,Conrail,Conrail RR
R1011,110169267414,M,,,505,RR,Conrail,Conrail RR
R1011,110169267415,M,,,505,RR,Conrail,Conrail RR
R1011,110169267416,M,,,505,RR,Conrail,Conrail RR
R1011,110169267417,M,,,505,RR,Conrail,Conrail RR
R1011,110169267418,M,,,505,RR,Conrail,Conrail RR
R1011,110169267424,M,,,505,RR,Conrail,Conrail RR
R1011,110169267425,M,,,505,RR,Conrail,Conrail RR
R1011,110169267427,M,,,505,RR,Conrail,Conrail RR
R1011,110169267429,M,,,505,RR,Conrail,Conrail RR
R1011,110169267430,M,,,505,RR,Conrail,Conrail RR
R1011,110169267431,M,,,505,RR,Conrail,Conrail RR
R1011,110169267432,M,,,505,RR,Conrail,Conrail RR
R1011,110169064049,M,,,505,RR,Conrail,Conrail RR
R1011,110169064050,M,,,505,RR,Conrail,Conrail RR
R1011,110169064051,M,,,505,RR,Conrail,Conrail RR
R1011,110169064052,M,,,505,RR,Conrail,Conrail RR
R1011,110169064053,M,,,505,RR,Conrail,Conrail RR
R1011,110169064055,M,,,505,RR,Conrail,Conrail RR
R1011,110169064056,M,,,505,RR,Conrail,Conrail RR
R1011,110169064057,M,,,505,RR,Conrail,Conrail RR
R1011,110169064059,M,,,505,RR,Conrail,Conrail RR
R1011,110169064060,M,,,505,RR,Conrail,Conrail RR
R1011,110169064061,M,,,505,RR,Conrail,Conrail RR
R1011,110169064063,M,,,505,RR,Conrail,Conrail RR
R1011,110169064064,M,,,505,RR,Conrail,Conrail RR
R1011,110169064065,M,,,505,RR,Conrail,Conrail RR
R1011,110169064067,M,,,505,RR,Conrail,Conrail RR
R1011,110169064068,M,,,505,RR,Conrail,Conrail RR
R1011,110169064069,M,,,505,RR,Conrail,Conrail RR
R1011,110169064070,M,,,505,RR,Conrail,Conrail RR
R1011,110169064074,M,,,505,RR,Conrail,Conrail RR
R1011,110169064075,M,,,505,RR,Conrail,Conrail RR
R1011,110169064077,M,,,505,RR,Conrail,Conrail RR
R1011,110169064078,M,,,505,RR,Conrail,Conrail RR
R1011,110169064079,M,,,505,RR,Conrail,Conrail RR
R1011,110169064087,M,,,505,RR,Conrail,Conrail RR
R1011,110169064090,M,,,505,RR,Conrail,Conrail RR
R1011,110169267433,M,,,505,RR,Conrail,Conrail RR
R1011,110170631570,M,,,505,RR,Conrail,Conrail RR
R1011,110170650897,M,,,505,RR,Conrail,Conrail RR
R1011,110170650898,M,,,505,RR,Conrail,Conrail RR
R1011,110170650899,M,,,505,RR,Conrail,Conrail RR
R1011,110170650900,M,,,505,RR,Conrail,Conrail RR
R1011,110170650901,M,,,505,RR,Conrail,Conrail RR
R1011,110170650902,M,,,505,RR,Conrail,Conrail RR
R1011,110170650903,M,,,505,RR,Conrail,Conrail RR
R1011,110170650905,M,,,505,RR,Conrail,Conrail RR
R1011,110170650906,M,,,505,RR,Conrail,Conrail RR
R1011,110170650907,M,,,505,RR,Conrail,Conrail RR
R1011,110170650908,M,,,505,RR,Conrail,Conrail RR
R1011,110170650909,M,,,505,RR,Conrail,Conrail RR
R1011,110170650910,M,,,505,RR,Conrail,Conrail RR
R1011,110170650911,M,,,505,RR,Conrail,Conrail RR
R1011,110170650912,M,,,505,RR,Conrail,Conrail RR
R1011,110170650913,M,,,505,RR,Conrail,Conrail RR
R1011,110170650914,M,,,505,RR,Conrail,Conrail RR
R1011,110170650915,M,,,505,RR,Conrail,Conrail RR
R1011,110170650916,M,,,505,RR,Conrail,Conrail RR
R1011,110170650917,M,,,505,RR,Conrail,Conrail RR
R1011,110170650918,M,,,505,RR,Conrail,Conrail RR
R1011,110170650919,M,,,505,RR,Conrail,Conrail RR
R1011,110170650920,M,,,505,RR,Conrail,Conrail RR
R1011,110170650921,M,,,505,RR,Conrail,Conrail RR
R1011,110170650922,M,,,505,RR,Conrail,Conrail RR
R1011,110170650923,M,,,505,RR,Conrail,Conrail RR
R1011,110170650924,M,,,505,RR,Conrail,Conrail RR
R1011,110170650925,M,,,505,RR,Conrail,Conrail RR
R1011,110170650926,M,,,505,RR,Conrail,Conrail RR
R1011,110170650927,M,,,505,RR,Conrail,Conrail RR
R1011,110170650928,M,,,505,RR,Conrail,Conrail RR
R1011,110170650929,M,,,505,RR,Conrail,Conrail RR
R1011,110170650930,M,,,505,RR,Conrail,Conrail RR
R1011,110170650931,M,,,505,RR,Conrail,Conrail RR
R1011,110170650932,M,,,505,RR,Conrail,Conrail RR
R1011,110170650933,M,,,505,RR,Conrail,Conrail RR
R1011,110170650934,M,,,505,RR,Conrail,Conrail RR
R1011,110170650935,M,,,505,RR,Conrail,Conrail RR
R1011,110170650936,M,,,505,RR,Conrail,Conrail RR
R1011,110170650937,M,,,505,RR,Conrail,Conrail RR
R1011,110170650938,M,,,505,RR,Conrail,Conrail RR
R1011,110170650939,M,,,505,RR,Conrail,Conrail RR
R1011,110170650940,M,,,505,RR,Conrail,Conrail RR
R1011,110170650941,M,,,505,RR,Conrail,Conrail RR
R1011,110170650942,M,,,505,RR,Conrail,Conrail RR
R1011,110170650943,M,,,505,RR,Conrail,Conrail RR
R1011,110170650944,M,,,505,RR,Conrail,Conrail RR
R1011,110170650945,M,,,505,RR,Conrail,Conrail RR
R1011,110170655161,M,,,505,RR,Conrail,Conrail RR
R1011,110170655162,M,,,505,RR,Conrail,Conrail RR
R1011,110170655163,M,,,505,RR,Conrail,Conrail RR
R1011,110169267361,M,,,505,RR,Conrail,Conrail RR
R1011,110169267365,M,,,505,RR,Conrail,Conrail RR
R1011,110169267366,M,,,505,RR,Conrail,Conrail RR
R1011,110169267367,M,,,505,RR,Conrail,Conrail RR
R1011,110169267368,M,,,505,RR,Conrail,Conrail RR
R1011,110169267369,M,,,505,RR,Conrail,Conrail RR
R1011,110169267371,M,,,505,RR,Conrail,Conrail RR
R1011,110169267372,M,,,505,RR,Conrail,Conrail RR
R1011,110169267373,M,,,505,RR,Conrail,Conrail RR
R1011,110169267374,M,,,505,RR,Conrail,Conrail RR
R1011,110169267375,M,,,505,RR,Conrail,Conrail RR
R1011,110169267376,M,,,505,RR,Conrail,Conrail RR
R1011,110788747049,M,,,505,RR,Cooperstown and Charlotte Valley,Cooperstown and Charlotte Valley RR
R1011,110788747046,M,,,505,RR,Cooperstown and Charlotte Valley,Cooperstown and Charlotte Valley RR
R1011,110788747047,M,,,505,RR,Cooperstown and Charlotte Valley,Cooperstown and Charlotte Valley RR
R1011,110788747048,M,,,505,RR,Cooperstown and Charlotte Valley,Cooperstown and Charlotte Valley RR
R1011,110788747050,M,,,505,RR,Cooperstown and Charlotte Valley,Cooperstown and Charlotte Valley RR
R1011,110788747051,M,,,505,RR,Cooperstown and Charlotte Valley,Cooperstown and Charlotte Valley RR
R1011,110788747052,M,,,505,RR,Cooperstown and Charlotte Valley,Cooperstown and Charlotte Valley RR
R1011,110788747053,M,,,505,RR,Cooperstown and Charlotte Valley,Cooperstown and Charlotte Valley RR
R1011,1102800598287,,,,,,Corning Sec,Corning Sec
R1011,1102636299483,,,,,,Corning Sec,Corning Sec
R1011,1102649237923,,,,,,Corning Sec,Corning Sec
R1011,1102649238148,,,,,,Corning Sec,Corning Sec
R1011,1102649305895,,,,,,Corning Sec,Corning Sec
R1011,1102649305896,,,,,,Corning Sec,Corning Sec
R1011,1102649305897,,,,,,Corning Sec,Corning Sec
R1011,1102649305898,,,,,,Corning Sec,Corning Sec
R1011,1102649305899,,,,,,Corning Sec,Corning Sec
R1011,1102649305900,,,,,,Corning Sec,Corning Sec
R1011,1102649306190,,,,,,Corning Sec,Corning Sec
R1011,1105045872576,,,,,,Corning Sec,Corning Sec
R1011,1107052318396,,,,,,Corning Sec,Corning Sec
R1011,1102159011073,,,,,,Corning Sec,Corning Sec
R1011,1102161137246,,,,,,Corning Sec,Corning Sec
R1011,1102161141382,,,,,,Corning Sec,Corning Sec
R1011,1102164322723,,,,,,Corning Sec,Corning Sec
R1011,1102215222871,,,,,,Corning Sec,Corning Sec
R1011,1102800597422,,,,,,Corning Sec,Corning Sec
R1011,1102800597156,,,,,,Corning Sec,Corning Sec
R1011,1102724812507,,,,,,Corning Sec,Corning Sec
R1011,1102831533045,,,,,,Corning Sec,Corning Sec
R1011,1102831533042,,,,,,Corning Sec,Corning Sec
R1011,1102831532977,,,,,,Corning Sec,Corning Sec
R1011,1102215222870,,,,,,Corning Sec,Corning Sec
R1011,1102154921090,,,,,,Corning Sec,Corning Sec
R1011,1102154921549,,,,,,Corning Sec,Corning Sec
R1011,110169272109,,,,672,Yard,Corning,Corning Yard
R1011,110169272110,,,,672,Yard,Corning,Corning Yard
R1011,110169272108,,,,672,Yard,Corning,Corning Yard
R1011,110169272107,,,,672,Yard,Corning,Corning Yard
R1011,110169272106,,,,672,Yard,Corning,Corning Yard
R1011,110169272105,,,,672,Yard,Corning,Corning Yard
R1011,110169272104,,,,672,Yard,Corning,Corning Yard
R1011,110169272103,,,,672,Yard,Corning,Corning Yard
R1011,110169272102,,,,672,Yard,Corning,Corning Yard
R1011,110169272101,,,,672,Yard,Corning,Corning Yard
R1011,110169272100,,,,672,Yard,Corning,Corning Yard
R1011,110169272099,,,,672,Yard,Corning,Corning Yard
R1011,110169272111,,,,672,Yard,Corning,Corning Yard
R1011,110169272097,,,,672,Yard,Corning,Corning Yard
R1011,110169272098,,,,672,Yard,Corning,Corning Yard
R1011,110784644999,,,,,,Cortland It,Cortland It
R1011,110784644998,,,,,,Cortland It,Cortland It
R1011,1102216841920,,,,,,Country It,Country It
R1011,1102302500446,,,,,,Country It,Country It
R1011,1102302500447,,,,,,Country It,Country It
R1011,1102151789993,,,,,,Country It,Country It
R1011,1102151789431,,,,,,Country It,Country It
R1011,1102151789537,,,,,,Country It,Country It
R1011,1102151789909,,,,,,Country It,Country It
R1011,1102216823039,,,,,,Country It,Country It
R1011,1102216823038,,,,,,Country It,Country It
R1011,1102151782225,,,,,,Country It,Country It
R1011,110471156395,M,,,505,RR,Csx,Csx RR
R1011,110471156396,M,,,505,RR,Csx,Csx RR
R1011,110471156397,M,,,505,RR,Csx,Csx RR
R1011,110471156399,M,,,505,RR,Csx,Csx RR
R1011,110471156400,M,,,505,RR,Csx,Csx RR
R1011,110471156402,M,,,505,RR,Csx,Csx RR
R1011,110471156403,M,,,505,RR,Csx,Csx RR
R1011,110471156404,M,,,505,RR,Csx,Csx RR
R1011,110471156405,M,,,505,RR,Csx,Csx RR
R1011,110471156406,M,,,505,RR,Csx,Csx RR
R1011,110471156408,M,,,505,RR,Csx,Csx RR
R1011,110496868660,M,,,505,RR,Csx,Csx RR
R1011,110496868661,M,,,505,RR,Csx,Csx RR
R1011,110496868662,M,,,505,RR,Csx,Csx RR
R1011,110496868663,M,,,505,RR,Csx,Csx RR
R1011,110496868664,M,,,505,RR,Csx,Csx RR
R1011,110471156409,M,,,505,RR,Csx,Csx RR
R1011,110471156410,M,,,505,RR,Csx,Csx RR
R1011,110471156411,M,,,505,RR,Csx,Csx RR
R1011,110471156412,M,,,505,RR,Csx,Csx RR
R1011,110471156413,M,,,505,RR,Csx,Csx RR
R1011,110471156414,M,,,505,RR,Csx,Csx RR
R1011,110471156415,M,,,505,RR,Csx,Csx RR
R1011,110471156416,M,,,505,RR,Csx,Csx RR
R1011,110471156417,M,,,505,RR,Csx,Csx RR
R1011,110471156418,M,,,505,RR,Csx,Csx RR
R1011,110471156419,M,,,505,RR,Csx,Csx RR
R1011,110471156420,M,,,505,RR,Csx,Csx RR
R1011,110471156422,M,,,505,RR,Csx,Csx RR
R1011,110471156423,M,,,505,RR,Csx,Csx RR
R1011,110471156424,M,,,505,RR,Csx,Csx RR
R1011,110471156425,M,,,505,RR,Csx,Csx RR
R1011,110471156330,M,,,505,RR,Csx,Csx RR
R1011,110471156331,M,,,505,RR,Csx,Csx RR
R1011,110471156332,M,,,505,RR,Csx,Csx RR
R1011,110471156334,M,,,505,RR,Csx,Csx RR
R1011,110471156337,M,,,505,RR,Csx,Csx RR
R1011,110471156338,M,,,505,RR,Csx,Csx RR
R1011,110471156339,M,,,505,RR,Csx,Csx RR
R1011,110471156340,M,,,505,RR,Csx,Csx RR
R1011,110471156341,M,,,505,RR,Csx,Csx RR
R1011,110471156342,M,,,505,RR,Csx,Csx RR
R1011,110471156343,M,,,505,RR,Csx,Csx RR
R1011,110471156344,M,,,505,RR,Csx,Csx RR
R1011,110471156345,M,,,505,RR,Csx,Csx RR
R1011,110471156348,M,,,505,RR,Csx,Csx RR
R1011,110471156350,M,,,505,RR,Csx,Csx RR
R1011,110471156351,M,,,505,RR,Csx,Csx RR
R1011,110471156352,M,,,505,RR,Csx,Csx RR
R1011,110471156353,M,,,505,RR,Csx,Csx RR
R1011,110471156354,M,,,505,RR,Csx,Csx RR
R1011,110471156355,M,,,505,RR,Csx,Csx RR
R1011,110471156356,M,,,505,RR,Csx,Csx RR
R1011,110471156357,M,,,505,RR,Csx,Csx RR
R1011,110471156358,M,,,505,RR,Csx,Csx RR
R1011,110471156361,M,,,505,RR,Csx,Csx RR
R1011,110471156362,M,,,505,RR,Csx,Csx RR
R1011,110471156363,M,,,505,RR,Csx,Csx RR
R1011,110471156364,M,,,505,RR,Csx,Csx RR
R1011,110471156365,M,,,505,RR,Csx,Csx RR
R1011,110471156378,M,,,505,RR,Csx,Csx RR
R1011,110471156379,M,,,505,RR,Csx,Csx RR
R1011,110471156380,M,,,505,RR,Csx,Csx RR
R1011,110471156381,M,,,505,RR,Csx,Csx RR
R1011,110471156383,M,,,505,RR,Csx,Csx RR
R1011,110471156385,M,,,505,RR,Csx,Csx RR
R1011,110471156386,M,,,505,RR,Csx,Csx RR
R1011,110471156387,M,,,505,RR,Csx,Csx RR
R1011,110471156388,M,,,505,RR,Csx,Csx RR
R1011,110471156389,M,,,505,RR,Csx,Csx RR
R1011,110471156390,M,,,505,RR,Csx,Csx RR
R1011,110471156391,M,,,505,RR,Csx,Csx RR
R1011,110471156392,M,,,505,RR,Csx,Csx RR
R1011,110471156393,M,,,505,RR,Csx,Csx RR
R1011,110471156394,M,,,505,RR,Csx,Csx RR
R1011,1109097222270,M,,,505,RR,Csx,Csx RR
R1011,11013873275281,M,,,505,RR,Csx,Csx RR
R1011,11013873275282,M,,,505,RR,Csx,Csx RR
R1011,11012815112506,M,,,505,RR,Csx,Csx RR
R1011,11012815112525,M,,,505,RR,Csx,Csx RR
R1011,110793613211,M,,,505,RR,Csx,Csx RR
R1011,110789244650,M,,,505,RR,Csx,Csx RR
R1011,110789244652,M,,,505,RR,Csx,Csx RR
R1011,110990921521,M,,,505,RR,Csx,Csx RR
R1011,110990921522,M,,,505,RR,Csx,Csx RR
R1011,110990921523,M,,,505,RR,Csx,Csx RR
R1011,110990921525,M,,,505,RR,Csx,Csx RR
R1011,110990921526,M,,,505,RR,Csx,Csx RR
R1011,110990921527,M,,,505,RR,Csx,Csx RR
R1011,110990921528,M,,,505,RR,Csx,Csx RR
R1011,110990921529,M,,,505,RR,Csx,Csx RR
R1011,110990921530,M,,,505,RR,Csx,Csx RR
R1011,110990921531,M,,,505,RR,Csx,Csx RR
R1011,110990921532,M,,,505,RR,Csx,Csx RR
R1011,110990921535,M,,,505,RR,Csx,Csx RR
R1011,110990921536,M,,,505,RR,Csx,Csx RR
R1011,110990921537,M,,,505,RR,Csx,Csx RR
R1011,110990921538,M,,,505,RR,Csx,Csx RR
R1011,110990921540,M,,,505,RR,Csx,Csx RR
R1011,110990921544,M,,,505,RR,Csx,Csx RR
R1011,110783339013,M,,,505,RR,Csx,Csx RR
R1011,110783339014,M,,,505,RR,Csx,Csx RR
R1011,110783339015,M,,,505,RR,Csx,Csx RR
R1011,110788608760,M,,,505,RR,Csx,Csx RR
R1011,110788608761,M,,,505,RR,Csx,Csx RR
R1011,110788608762,M,,,505,RR,Csx,Csx RR
R1011,110788608763,M,,,505,RR,Csx,Csx RR
R1011,110788608767,M,,,505,RR,Csx,Csx RR
R1011,110788608769,M,,,505,RR,Csx,Csx RR
R1011,110788608770,M,,,505,RR,Csx,Csx RR
R1011,110783339016,M,,,505,RR,Csx,Csx RR
R1011,110783339018,M,,,505,RR,Csx,Csx RR
R1011,110783339020,M,,,505,RR,Csx,Csx RR
R1011,110788608772,M,,,505,RR,Csx,Csx RR
R1011,110760955163,M,,,505,RR,Csx,Csx RR
R1011,110471156366,M,,,505,RR,Csx,Csx RR
R1011,110471156367,M,,,505,RR,Csx,Csx RR
R1011,110471156368,M,,,505,RR,Csx,Csx RR
R1011,110471156369,M,,,505,RR,Csx,Csx RR
R1011,110471156370,M,,,505,RR,Csx,Csx RR
R1011,110471156371,M,,,505,RR,Csx,Csx RR
R1011,110471156372,M,,,505,RR,Csx,Csx RR
R1011,110471156373,M,,,505,RR,Csx,Csx RR
R1011,110471156374,M,,,505,RR,Csx,Csx RR
R1011,110471156375,M,,,505,RR,Csx,Csx RR
R1011,110471156376,M,,,505,RR,Csx,Csx RR
R1011,110471156377,M,,,505,RR,Csx,Csx RR
R1011,110496868650,M,,,505,RR,Csx,Csx RR
R1011,110496868651,M,,,505,RR,Csx,Csx RR
R1011,110496868652,M,,,505,RR,Csx,Csx RR
R1011,110496868653,M,,,505,RR,Csx,Csx RR
R1011,110496868654,M,,,505,RR,Csx,Csx RR
R1011,110496868655,M,,,505,RR,Csx,Csx RR
R1011,110496868656,M,,,505,RR,Csx,Csx RR
R1011,110496868657,M,,,505,RR,Csx,Csx RR
R1011,110496868658,M,,,505,RR,Csx,Csx RR
R1011,110496868659,M,,,505,RR,Csx,Csx RR
R1011,1107052318246,,,,,,Csx Transportation,Csx Transportation
R1011,1101476262401,,,,,,Csxt Fglk,Csxt Fglk
R1011,110169085951,,,,506,Rlwy,Dansville and Mt Morris,Dansville and Mt Morris Rlwy
R1011,110169085956,,,,506,Rlwy,Dansville and Mt Morris,Dansville and Mt Morris Rlwy
R1011,110169085953,,,,506,Rlwy,Dansville and Mt Morris,Dansville and Mt Morris Rlwy
R1011,110169085952,,,,506,Rlwy,Dansville and Mt Morris,Dansville and Mt Morris Rlwy
R1011,11012815110206,,,,506,Rlwy,Dansville and Mt Morris,Dansville and Mt Morris Rlwy
R1011,1106087298594,,,,506,Rlwy,Dansville and Mt Morris,Dansville and Mt Morris Rlwy
R1011,1106087298591,,,,506,Rlwy,Dansville and Mt Morris,Dansville and Mt Morris Rlwy
R1011,110449404370,,,,,,Delaware and Hudson,Delaware and Hudson
R1011,110449404369,,,,,,Delaware and Hudson,Delaware and Hudson
R1011,110449404368,,,,,,Delaware and Hudson,Delaware and Hudson
R1011,110794267720,M,,,505,RR,Delaware and Hudson,Delaware and Hudson RR
R1011,110788746946,M,,,505,RR,Delaware and Hudson,Delaware and Hudson RR
R1011,1104476796793,,,,,,Delaware and Hudson Riwy,Delaware and Hudson Riwy
R1011,1104476796719,,,,,,Delaware and Hudson Riwy,Delaware and Hudson Riwy
R1011,1105589548858,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,1106049789918,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,11012813079311,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,11012028306002,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,11015922648261,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,11015922648263,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,11015922648265,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,11012815111865,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,11012815111941,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,11012815111955,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,11019626077501,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,11025366088197,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,11025366088198,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,11025366088199,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,11025366088203,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,11033747141020,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,110785969373,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,110785969374,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,110785969375,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,110785969376,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,110785969377,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,110785969378,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
R1011,110785969379,,,,506,Rlwy,Delaware and Hudson,Delaware and Hudson Rlwy
